artist,track,msPlayed
Claude Debussy,"Prélude à l'après-midi d'un faune, CD 87a",562173
Claude Debussy,"Préludes / Book 1, L. 117: VIII. La fille aux cheveux de lin",151440
Claude Debussy,"Rêverie, L. 68",233400
Claude Debussy,"Suite Bergamasque, L. 75: III. Clair de lune (Andante très expressif)",279160
Claude Debussy,"Suite bergamasque, L. 75: Clair de lune",346346
Claude Debussy,"Suite bergamasque, L. 75: No. 3, Clair de lune (Arr. L. Caillet for Orchestra)",301906
Clear Light,How Many Nights Have Passed,29028
Climax Blues Band,Brief Case,245173
Climax Blues Band,Couldn't Get It Right,198946
Climax Blues Band,Everyday,146213
Climax Blues Band,"Hey Baby, Everything's Gonna Be Alright, Yeh Yeh Yeh",266120
Climax Blues Band,I Am Constant,191640
Climax Blues Band,Mighty Fire,290826
Climax Blues Band,Reap What I've Sowed,277760
Climax Blues Band,Seventh Son,411120
Climax Blues Band,Standing By a River,331733
Climax Blues Band,Together and Free,28156
Climax Blues Band,Using the Power,270706
Climax Blues Band,You Make Me Sick,11275
Cluster,Heiße Lippen,141160
Cluster,Mit Simaen,92786
Cluster,Schöne Hände,185720
Col. Bruce Hampton,Pharoah's Kitchen,55784
Colosseum,Butty's Blues,403866
Colosseum,Elegy,190106
Colosseum,The Kettle,264506
Colosseum,The Valentyne Suite: January's Search / February's Valentyne / The Grass Is Always Greener,1012960
Commodores,Machine Gun,159466
Compagnie Meskaoui,Ayami Yami,121717
Constantinople,Before the Rain,120425
Corey Harris,Coahoma,109066
Count Five,Psychotic Reaction,185523
Country Joe & The Fish,Flying High,161000
Country Joe & The Fish,Section 43,446000
Crazy Horse,"Dance, Dance, Dance",131560
Cream,Badge,164706
Cream,Born Under A Bad Sign,189440
Cream,Crossroads - Live,25472
Cream,Dance The Night Away,10922
Cream,Dreaming,118106
Cream,I Feel Free,171506
Cream,N.S.U.,163173
Cream,Outside Woman Blues,144840
Cream,Politician,251906
Cream,Pressed Rat And Warthog,193466
Cream,SWLABR,151680
Cream,Spoonful - Live,20511
Cream,Steppin' Out - BBC Sessions,216480
Cream,Strange Brew,166280
Cream,Sunshine Of Your Love,250400
Cream,Tales Of Brave Ulysses,166453
Cream,Those Were The Days,173640
Cream,Toad,309493
Cream,White Room,298333
Cream,World Of Pain,182453
Creedence Clearwater Revival,Bad Moon Rising,141600
Creedence Clearwater Revival,Before You Accuse Me,206560
Creedence Clearwater Revival,Before You Accuse Me (Take A Look At Yourself),23381
Creedence Clearwater Revival,Bootleg,182013
Creedence Clearwater Revival,Born On The Bayou,315200
Creedence Clearwater Revival,Crazy Otto - Live at The Fillmore,528840
Creedence Clearwater Revival,Don't Look Now,131053
Creedence Clearwater Revival,Down On The Corner,166280
Creedence Clearwater Revival,Fortunate Son,140773
Creedence Clearwater Revival,Green River,154120
Creedence Clearwater Revival,Have You Ever Seen The Rain,137617
Creedence Clearwater Revival,I Heard It Through The Grapevine,667409
Creedence Clearwater Revival,I Put A Spell On You,271786
Creedence Clearwater Revival,Long As I Can See The Light,25339
Creedence Clearwater Revival,Lookin' Out My Back Door,152466
Creedence Clearwater Revival,My Baby Left Me,139395
Creedence Clearwater Revival,Ooby Dooby,127429
Creedence Clearwater Revival,Proud Mary,187213
Creedence Clearwater Revival,Ramble Tamble,431226
Creedence Clearwater Revival,Run Through The Jungle,185106
Creedence Clearwater Revival,Susie Q,274160
Creedence Clearwater Revival,Suzie Q,208510
Creedence Clearwater Revival,Travelin' Band,128799
Creedence Clearwater Revival,Travelin' Band - Remake Take,1624
Creedence Clearwater Revival,Up Around The Bend,159172
Creedence Clearwater Revival,Up Around The Bend - Live In Amsterdam 9-10-71,161786
Creedence Clearwater Revival,Walking On The Water,13918
Creedence Clearwater Revival,Who'll Stop The Rain,147279
Creeds,Stolen Memories - Original Mix,1071
"Crosby, Stills & Nash",Guinnevere - 2005 Remaster,799
"Crosby, Stills & Nash",Helplessly Hoping - 2005 Remaster,157893
"Crosby, Stills & Nash",Just a Song Before I Go,133960
"Crosby, Stills & Nash",Long Time Gone - 2005 Remaster,256653
"Crosby, Stills & Nash",Marrakesh Express - 2005 Remaster,156680
"Crosby, Stills & Nash",Suite: Judy Blue Eyes - 2005 Remaster,444053
"Crosby, Stills & Nash",Wooden Ships - 2005 Remaster,326293
"Crosby, Stills, Nash & Young",4 + 20,126640
"Crosby, Stills, Nash & Young",Almost Cut My Hair,269173
"Crosby, Stills, Nash & Young",Carry On,265933
"Crosby, Stills, Nash & Young",Deja Vu,252373
"Crosby, Stills, Nash & Young",Ohio,264666
"Crosby, Stills, Nash & Young",Our House,179760
"Crosby, Stills, Nash & Young",Teach Your Children,173466
"Crosby, Stills, Nash & Young",Wooden Ships,328400
"Crosby, Stills, Nash & Young",Woodstock,104880
Curtis Mayfield,Billy Jack,115295
Curved Air,Easy,21092
Curved Air,"Intro / Back Street Luv - Bilzen Jazz Festival Vlaams, Belgium - VRT, August 1971",223760
Curved Air,Made in Hollywood,57002
Curved Air,Marie Antoinette,377666
Curved Air,Phantasmagoria,173379
Curved Air,Soon,183598
Curved Air,Vivaldi,147565
Cymande,Dove,19394
Cymande,Getting It Back,257760
Cymande,One More,186000
DOPE LEMON,Home Soon,19828
DRAM,Campfire (with DRAM & Neil Young),23780
DUEJA,Vermisse Dich,2052
Dahmane El Harrachi,Ach eddani n' khaltou,347640
Dahmane El Harrachi,El Ouelf Saig,305333
Dahmane El Harrachi,Ya rayah,277253
Dahmane El Harrachi,Ya rayeh,184826
Dan Auerbach,"Heartbroken, In Disrepair",2536
Daoudi,Zaari,8947
Darondo,Didn't I,42584
Dave Pike Set,Mathar,6739
David Bowie,Aladdin Sane - 2013 Remaster,926
David Bowie,Ashes to Ashes - 2017 Remaster,266160
David Bowie,Dancing in the Street - 2002 Remaster,204786
David Bowie,Let's Dance - 2002 Remaster,20968
David Bowie,Let's Dance - 2018 Remaster,2845
David Bowie,Modern Love - 2018 Remaster,4336
David Bowie,Station to Station - 2016 Remaster,933
David Byrne,Carnival Eyes,93969
David Byrne,Good and Evil,167314
David Byrne,Light Bath,71666
David Crosby,Cowboy Movie,342397
David Gilmour,Red Sky at Night,35255
David Gilmour,There's No Way out of Here - 2006 Remaster,2655
David Grisman,The Thrill is Gone - Alternate Version,3835
David Lindley,Clinch Mountain Backstep,92813
David Lindley,Look so Good,92906
David Lindley,Your Old Lady,253413
Davie Jones and the King Bees,Liza Jane,139026
Deep Purple,And the Address - 2000 Remaster,278866
Deep Purple,Black Night - 1995 Remaster,122601
Deep Purple,Child in Time - 1995 Remaster,613440
Deep Purple,Demon's Eye - 1996 Remaster,87857
Deep Purple,Drifter - 2010 Digital Remaster,243853
Deep Purple,Fireball - 1996 Remaster,17010
Deep Purple,Highway Star - Remastered 2012,366136
Deep Purple,Hush - 1998 Remaster,266840
Deep Purple,Into the Fire - 1995 Remaster,209200
Deep Purple,Lazy - Remastered 2012,442840
Deep Purple,Living Wreck - 1995 Remaster,272280
Deep Purple,One More Rainy Day - 2000 Remaster,220453
Deep Purple,Place In Line - Remastered 2000,72598
Deep Purple,Prelude: Happiness / I'm so Glad (Medley) - 2000 Remaster,46074
Deep Purple,Son Of Alerik,602066
Deep Purple,Space Truckin' - Remastered 2012,272996
Deep Purple,Speed King - 1995 Remaster,352760
Deep Purple,Stormbringer - 2009 Digital Remaster,24903
Deep Purple,The Gypsy - 2009 Digital Remaster,8389
Deep Purple,Wasted Sunsets,122341
Deep Purple,Woman From Tokyo - Remastered 2000,351693
Delvon Lamarr Organ Trio,Close but No Cigar,1544
Dennis Wilson,Dreamer,18653
Dennis Wilson,Pacific Ocean Blues,157386
Deodato,Also Sprach Zarathustra,541173
Deodato,"Baubles, Bangles And Beads",320293
Deodato,San Juan Sunset,255533
Deodato,September 13,324213
Deodato,Spirit Of Summer,241653
Depeche Mode,Useless,37269
Derek & The Dominos,Bell Bottom Blues,1688
Derek & The Dominos,Got To Get Better In A Little While - Live At Fillmore East,830666
Derek & The Dominos,I Looked Away,184560
Derek & The Dominos,Layla,423840
Derek & The Dominos,"Little Wing - Live At Fillmore East, New York / 1970",26957
Derek & The Dominos,Why Does Love Got To Be So Sad?,60543
Dhafer Youssef,"Fuga Hirundinum ""Birds Requiem"" Suite",259293
Dire Straits,Communiqué,3934
Dire Straits,Expresso Love,311426
Dire Straits,In The Gallery,2191
Dire Straits,Industrial Disease,1688
Dire Straits,It Never Rains,959
Dire Straits,News,1691
Dire Straits,Six Blade Knife,252000
Dire Straits,Skateaway,397533
Dire Straits,So Far Away,66858
Dire Straits,Southbound Again,179200
Dire Straits,Wild West End,281706
Dirty Brew,Mud,32405
Dissidenten,All India Radio,358800
Dissidenten,Bajka's Gnaoui,293680
Dissidenten,Berlin Beduins,386080
Dissidenten,Bombay Street Sound,38680
Dissidenten,Broken Moon (30 Trillion & Mix),239026
Dissidenten,Casablanca - Wacha Wacha,3147
Dissidenten,Do The Pharaoo,289946
Dissidenten,El Mounadi - The Desert Life,169102
Dissidenten,El-Lela Ya Samra - Live,7648
Dissidenten,Fata Morgana,408253
Dissidenten,Fata Morgana (The Eagle Sits In The Cage - While The Chicken Are Watching TV) - Tangier Version,12797
Dissidenten,Gondagaon,62306
Dissidenten,Inshallah,416013
Dissidenten,Instinctive Traveler (Funk.Ed Up Lelonk Mix),2030
Dissidenten,Jungle Book Part 1,285240
Dissidenten,Jungle Book Part 2,497386
Dissidenten,Light Of Love,300586
Dissidenten,Lost Hindu Tapes,363520
Dissidenten,Love Supreme,327280
Dissidenten,Maharaja's Ox Cart,172840
Dissidenten,Mata Hari - Live,595515
Dissidenten,Monsoon,246146
Dissidenten,Morock'n Roll (God Gave You Something Better Than Magic - Brain),312834
Dissidenten,Morock'n Roll - Bonus: SingleEdit,203012
Dissidenten,Path Of Rhythm,285106
Dissidenten,Puja - Celebration,134120
Dissidenten,Roots of Tanger - Live,24364
Dissidenten,Shadows Go Arab,298986
Dissidenten,Shake the Sheikh,282666
Dissidenten,Sound Of Water,43680
Dissidenten,Sultan Swing,25824
Dissidenten,The Good Old Days of Tomorrow Are Now,192000
Dissidenten,Veena Vadini - Live,29178
Dissidenten,Walking the Camel,7476
Dissidenten,Without Money We'd All Be Rich,305000
Dixie Dregs,Road Expense,203000
Dizzy Gillespie,All The Things You Are,169506
Dizzy Gillespie,An Oscar For Treadwell - Incomplete 411-1,113520
Dizzy Gillespie,Groovin' High,6905
Djamel Allam,Mara dioughal,7987
Djamel Laroussi,Ahoualik,201706
Djamel Laroussi,"Etoile Filante, Pt. II - Live",43506
Djamel Laroussi,Etoile filante,184733
Djamel Laroussi,Etoile filante - Pt. II,186693
Djamel Laroussi,Hasna,212480
Djamel Laroussi,Kama toudine toudene - Acoustic Version,115116
Djamel Laroussi,Kifach Hilti,267360
Djamel Laroussi,N'kodo,151697
Django Reinhardt,I'll See You in My Dreams,153333
Dmitri Shostakovich,Jazz Suite No. 2: VI. Waltz II,225760
Doc & Merle Watson,Bonaparte's Retreat,33236
Doc & Merle Watson,Summertime,43520
Doc Watson,Sittin On Top Of The World,159000
Doc Watson,Summertime,9357
Doja Cat,Paint The Town Red,9983
Don Henley,The Boys Of Summer,5348
Donald Fagen,The Goodbye Look,290306
Donna The Buffalo,Positive Friction,2984
Donovan,Barabajagal (with Jeff Beck Group),200093
Donovan,Clara Clairvoyant,169266
Donovan,Get Thy Bearings,166573
Donovan,Hurdy Gurdy Man,2004
Donovan,Sunshine Superman,36411
Donovan,The Fat Angel,5117
Donovan,The Trip,274000
DorFuchs,Additionstheoreme,172714
DorFuchs,P-q-Formel,296
DorFuchs,Potenzgesetze,19775
Dorothy Ashby,Soul Vibrations,8115
Dr. Gwon,Awakening (Tuning In),118847
Dr. Hook,"The Cover of ""Rolling Stone""",172493
Dr. John,Such a Night,170066
Driss El Maloumi,Comme une joie,139240
Drunk Driver,Determined Friendship,28190
Duke Ellington,In A Sentimental Mood,19477
Duke Ellington,Take The Coltrane,282600
Duke Ellington,The Single Petal Of A Rose - The Queen's Suite,109862
Dusty Springfield,Son Of A Preacher Man,19242
Dutch Hour,Elixir - NeuroBeatz Remix,870
Eagles,Journey of the Sorcerer - 2013 Remaster,397160
Eagles,Too Many Hands - 2013 Remaster,280984
Eagles Of Death Metal,Wannabe in L.A,135853
"Earth, Wind & Fire",Got to Get You Into My Life,243106
East Of Eden,Communion,242653
East Of Eden,Gum Arabic,497386
East Of Eden,Habibi Baby,41291
East Of Eden,Isadora,272786
East Of Eden,Leaping Beauties for Rudy,94561
East Of Eden,Nymphenburger,375693
East Of Eden,Nymphenburger - Remastered 1985,374906
East Of Eden,Uno Transito Clapori,149520
Echo & the Bunnymen,The Killing Moon,348293
Eddie Harris,Compared to What - Live,523400
Eddie Vedder,Hard Sun,322080
Eddie Vedder,No Ceiling,785
Eddie Vedder,Setting Forth,97866
Edgar Broughton Band,Don't Even Know Which Day It Is - 2004 Remaster,261253
Edgar Broughton Band,Piece of My Own - 2004 Remaster,168706
Edgar Broughton Band,The Birth - 2004 Remaster,203200
Edgard Varèse,Ionisation,321986
Edgard Varèse,Poème Electronique,56215
Edoardo Bennato,Tira a campare,57811
Edward Elgar,"Elgar: Cello Concerto in E Minor, Op. 85: I. Adagio - Moderato",17450
El Hachemi Guerouabi,El harraze,91080
El Hadj Mohamed El Anka,Ya sahbi,1763
El Royalé,Dirty Little Snake,973
Elephant Stone,Sally Go Round the Sun,104786
Ellen Barksdale,"Kapitel 1 - Der doppelte Monet - Nathalie Ames ermittelt - Tee? Kaffee? Mord!, Folge 1",30969
Elliott Smith,Between The Bars,141280
Elliott Smith,Independence Day,184906
Elliott Smith,L.A.,194066
Elliott Smith,Needle In The Hay,257586
Elliott Smith,Son Of Sam,184293
Elliott Smith,Speed Trials,46144
Elliott Smith,Waltz #2 (XO),280106
Eloy,Daylight - 2000 Digital Remaster,158866
Eloy,Love Over Six Centuries,836
Eloy,Thoughts Of Home,65040
Elton John,Amoreena,302506
Elton John,Saturday Night’s Alright (For Fighting) - Remastered 2014,295466
Elvis Costello & The Attractions,Beyond Belief,4337
Elvis Costello & The Attractions,The Beat - 2021 Remaster,228973
Emahoy Tsege Mariam Gebru,A Young Girl's Complaint,10142
Emahoy Tsege Mariam Gebru,"Homesickness, Pt. 2",193413
Emahoy Tsege Mariam Gebru,Tenkou Why Feel Sorry,123573
Emahoy Tsege Mariam Gebru,The Mad Man's Laughter,1722
Emahoy Tsege Mariam Gebru,The Song of the Sea,572520
Embryo,Besh,324626
Embryo,Dreaming Girls,52095
Embryo,Eva's Zimmer,49013
Embryo,Gnawa Taxi,192587
Embryo,Imelaku 1,150680
Embryo,Maroc Mix,96053
Embryo,Radio Marrakesch / Orient Express,587400
Embryo,Revolution - Remastered,275573
Embryo,Warm Canto,16393
Embryo,Yu Mala,249000
"Emerson, Lake & Palmer",Fanfare for the Common Man - Single Edit,3281
"Emerson, Lake & Palmer",From the Beginning (New Stereo Mix),8203
"Emerson, Lake & Palmer",Jeremy Bender - 2012 Remaster,106813
"Emerson, Lake & Palmer",Knife-Edge - 2012 Remaster,20702
"Emerson, Lake & Palmer",Lucky Man - 2012 Remaster,20814
"Emerson, Lake & Palmer","The Sage (Live At Newcastle City Hall, 1971)",2613
"Emerson, Lake & Palmer",The Sheriff,202933
"Emerson, Lake & Palmer",Trilogy,4662
"Emerson, Lake & Palmer",Trilogy - 2015 Remaster,18245
Eminem,Mockingbird,8387
Eneida Marta,Mindjer dôce mel,1379
Ennio Morricone,For a Few Dollars More: Watch Chimes (Carillon's Theme),2353
Ennio Morricone,Once Upon a Time in the West - Main Theme,3738
Ennio Morricone,Once upon a time in America (Deborah's Theme),33230
Ennio Morricone,Per un pugno di dollari - Titoli,178173
Ennio Morricone,The Ecstasy Of Gold - 2004 Remaster,203226
Ennio Morricone,The Ecstasy of Gold - L'Estasi Dell'oro,203066
Ennio Morricone,"The Good, The Bad and The Ugly - Il Buono, Il Brutto, Il Cattivo (Titles)",162386
Ennio Morricone,The Sundown - 2004 Remaster,75693
Ennio Morricone,The Trio - 2004 Remaster,22886
Enrico Rava,Drops,148920
Enya,Orinoco Flow - 2009 Remaster,266200
Erasure,A Little Respect - 2009 - Remaster,163185
Eric Burdon,Spirit,6865
Eric Burdon & the Animals,Good Times,179840
Eric Burdon & the Animals,Monterey,276626
Eric Burdon & the Animals,San Franciscan Nights,199373
Eric Burdon & the Animals,Sky Pilot,6987
Eric Clapton,Give Me Strength,171960
Eric Clapton,Mainline Florida,244786
Eric Clapton,Peaches And Diesel,288693
Eric Clapton,Please Be With Me,206466
Eric Clapton,Riding With the King,264240
Eric Dolphy,Hat And Beard,504866
Erik Satie,3 Gymnopedies (orch. Debussy): Gymnopedie No. 2,221000
Erik Satie,3 Gymnopédies: Gymnopedie No. 1,159333
Erik Satie,"3 Gymnopédies: No. 1, Lent et douloureux",190560
Erik Satie,3 Morceaux en forme de poire *: 3 morceaux en forme de poire,216769
Erik Satie,Gnossienne No. 1 (Arr. Kleynjans),220773
Erik Satie,Gnossienne No.1: Lent,190493
Erik Satie,"Satie / Orch. Debussy: 3 Gymnopédies: No. 1, Lent et douloureux",184871
Ernesto Dabo,Djustiça,297853
Ernie Hawks,Journey to the Bottom,264624
Etoile De Dakar,Mane Khouma Khol Thi Yao,1923
Etoile De Dakar,Thiely,310760
Evolfo,Moon Eclipsed the Sun,1612
FOVOS,Save Me,2732
Fabrizio De André,Andrea - Live in Genova 03/01/1979,341773
Fabrizio De André,La canzone di Marinella - Live in Genova 03/01/1979,228826
Fabrizio De André,Presentazione - Live in Genova 03/01/1979,116080
Faces,Debris,276426
Faces,Ooh La La,214080
Faces,Stay with Me,2249
Fairuz,Kifak Inta,58359
Fatoumata Diawara,Alama,213412
Fatoumata Diawara,Bakonoba,193419
Fatoumata Diawara,Kanou Dan Yen,214293
Faust,Vorsatz,19652
Fehlfarben,Ein Jahr (Es geht voran),173560
Fela Kuti,Fefe Naa Efe,492293
Fela Kuti,Ginger Baker & Tony Allen Drum Solo - Live at the Berlin Jazz Festival - 1978,981426
Felt,Destination,574
Fever Tree,Imitation Situation 1,96373
Fischer-Z,Acrobats,14607
Fischer-Z,I Smelt Roses (In the Underground),21324
Fischer-Z,Marliese,32322
Five Revolutions,Few Bana Zambia,222423
Flatt & Scruggs,Foggy Mountain Breakdown,140413
Fleetwood Mac,Albatross,190106
Fleetwood Mac,Although the Sun Is Shining - 2013 Remaster,145494
Fleetwood Mac,Angel - 2015 Remaster,294053
Fleetwood Mac,Bare Trees,304866
Fleetwood Mac,Beautiful Child - 2015 Remaster,321280
Fleetwood Mac,Before The Beginning - 2013 Remaster,207638
Fleetwood Mac,Believe Me,1650
Fleetwood Mac,Big Love - 2017 Remaster,223733
Fleetwood Mac,Black Magic Woman,166653
Fleetwood Mac,Bleed to Love Her,245626
Fleetwood Mac,Blood on the Floor,167306
Fleetwood Mac,Brown Eyes - 2015 Remaster,267186
Fleetwood Mac,Buddy's Song,132666
Fleetwood Mac,Child of Mine,327866
Fleetwood Mac,Closing My Eyes - 2013 Remaster,291948
Fleetwood Mac,Coming Your Way - 2013 Remaster,225611
Fleetwood Mac,Danny's Chant,198640
Fleetwood Mac,Don't Stop - 2004 Remaster,193346
Fleetwood Mac,Dreams - 2004 Remaster,257800
Fleetwood Mac,"Dreams - Live at the Fabulous Forum, Inglewood, CA, 08/29/77",3202
Fleetwood Mac,Dust,161373
Fleetwood Mac,Earl Gray,244826
Fleetwood Mac,Emerald Eyes,214973
Fleetwood Mac,Everywhere - 2017 Remaster,226653
Fleetwood Mac,Family Man - 2017 Remaster,1494
Fleetwood Mac,Fighting For Madge - 2013 Remaster,162796
Fleetwood Mac,Forever,247600
Fleetwood Mac,Go Your Own Way - 2004 Remaster,223613
Fleetwood Mac,Gypsy,264906
Fleetwood Mac,Hi Ho Silver,186413
Fleetwood Mac,Hold Me,1641
Fleetwood Mac,Homeward Bound,204133
Fleetwood Mac,Honey Hi - 2015 Remaster,165666
Fleetwood Mac,Hypnotized,289200
Fleetwood Mac,I Don't Want to Know - 2004 Remaster,196853
Fleetwood Mac,I Know I'm Not Wrong - 2015 Remaster,181853
Fleetwood Mac,I Loved Another Woman,175106
Fleetwood Mac,Isn't It Midnight - 2017 Remaster,253586
Fleetwood Mac,Jewel Eyed Judy - 2018 Remaster,199373
Fleetwood Mac,Just Crazy Love,27529
Fleetwood Mac,Landslide,199493
Fleetwood Mac,Lay It All Down,179769
Fleetwood Mac,Little Lies - 2017 Remaster,221053
Fleetwood Mac,Looking For Somebody,170133
Fleetwood Mac,Man of the World - 1998 Remaster,55466
Fleetwood Mac,Mission Bell,153266
Fleetwood Mac,Monday Morning,167840
Fleetwood Mac,My Baby's Good to Me,169693
Fleetwood Mac,My Dream - 2013 Remaster,211628
Fleetwood Mac,Need Your Love So Bad,6843
Fleetwood Mac,Never Forget - 2015 Remaster,218853
Fleetwood Mac,Never Going Back Again - 2004 Remaster,134400
Fleetwood Mac,Never Make Me Cry - 2015 Remaster,138160
Fleetwood Mac,Night Watch,7091
Fleetwood Mac,No Questions Asked,280933
Fleetwood Mac,Not That Funny - 2015 Remaster,194826
Fleetwood Mac,Oh Diane - 2016 Remaster,11143
Fleetwood Mac,Oh Well (Pt. 1) - 2013 Remaster,202400
Fleetwood Mac,Oh Well (Pt. 2) - 2013 Remaster,339734
Fleetwood Mac,One Together,207733
Fleetwood Mac,Only over You - 2016 Remaster,1775
Fleetwood Mac,Over & Over - 2015 Remaster,274666
Fleetwood Mac,Over My Head,214666
